Symbol,Description                                   ,Stock Exchange
CLWT,Euro Tech Holdings Company                    ,NYSE
CMCO,Columbus Mckinnon Corp                        ,NYSE
CMCSA,Comcast Corp                                  ,NYSE
CMCSK,Comcast Corp                                  ,NYSE
CMCT,Cim Commercial Trust Corp.                    ,NYSE
CME,CME Group Inc                                 ,NYSE
CMFN,Cm Finance Inc                                ,NYSE
CMGE,China Mobile Games and Entertai               ,NYSE
CMLS,Cumulus Media Inc                             ,NYSE
CMPR,Cimpress N.V.                                 ,NYSE
CMRX,Chimerix Inc                                  ,NYSE
CMSB,Cms Bancorp                                   ,NYSE
CMTL,Comtech Telecommunications                    ,NYSE
CNAT,Conatus Pharmaceuticals Inc                   ,NYSE
CNBKA,Century Bancorp                               ,NYSE
CNCE,Concert Pharmaceuticals Inc.                  ,NYSE
CNDO,Coronado Biosciences                          ,NYSE
CNET,Chinanet Online Holdings                      ,NYSE
CNIT,China Information Technology                  ,NYSE
CNLMU,Cb Pharma Acquisition Corp.                   ,NYSE
CNMD,Conmed Corp                                   ,NYSE
CNOB,Connectone Bancorp Inc.                       ,NYSE
CNSI,Comverse                                      ,NYSE
CNSL,Consolidated Communications Holdings          ,NYSE
CNTF,China Techfaith Wireless                      ,NYSE
CNTY,Century Casinos                               ,NYSE
CNV,Cnova N.V.                                    ,NYSE
CNXR,Connecture Inc                                ,NYSE
CNYD,China Yida Holding Co.                        ,NYSE
COB,Solarwinds Inc                                ,NYSE
COBK,Colonial Financial Services                   ,NYSE
COBZ,Cobiz Financial Inc                           ,NYSE
COHR,Coherent Inc                                  ,NYSE
COHU,Cohu Inc                                      ,NYSE
COKE,Coca-Cola Bottling Co. Consolidated           ,NYSE
COLB,Columbia Banking System                       ,NYSE
COLM,Columbia Sportswear Company                   ,NYSE
COMM,Commscope Holding Company Inc                 ,NYSE
COMT,Ishares Commodities Select Stra               ,NYSE
CONE,Cyrusone Inc                                  ,NYSE
CONN,Conn's Inc                                    ,NYSE
COOL,Majesco Entertainment Company                 ,NYSE
CORE,Core-Mark Holding Company                     ,NYSE
CORI,Corium International Inc.                     ,NYSE
CORT,Corcept Therapeutics Inc                      ,NYSE
COSI,Cosi Inc                                      ,NYSE
COST,Costco Wholesale Corp                         ,NYSE
COVS,Covisint Corp                                 ,NYSE
COWN,Cowen Group                                   ,NYSE
COWNL,Cowen Group Inc.                              ,NYSE
CPAH,Counterpath Corp                              ,NYSE
CPGI,China Shengda Packaging Group                 ,NYSE
CPHC,Canterbury Park Holding Corp                  ,NYSE
CPHD,Cepheid                                       ,NYSE
CPHR,Cipher Pharmaceuticals Inc.                   ,NYSE
CPIX,Cumberland Pharmaceuticals Inc                ,NYSE
CPLA,Capella Education Company                     ,NYSE
CPLP,Capital Product Partners L.P.                 ,NYSE
CPRT,Copart Inc                                    ,NYSE
CPRX,Catalyst Pharmaceutical Partners              ,NYSE
CPSH,Cps Technologies Cp                           ,NYSE
CPSI,Computer Programs and Systems                 ,NYSE
CPSS,Consumer Portfolio Services                   ,NYSE
CPST,Capstone Turbine Corp                         ,NYSE
CPTA,Capitala Finance Corp                         ,NYSE
CPXX,Celator Pharma                                ,NYSE
CRAI,Cra Internationalinc.                         ,NYSE
CRAY,Cray Inc                                      ,NYSE
CRDC,Cardica Inc                                   ,NYSE
CRDS,Crossroads Systems                            ,NYSE
CRDT,Wisdomtree Trust                              ,NYSE
CREE,Cree Inc                                      ,NYSE
CREG,China Recycling Energy Corp                   ,NYSE
CRESW,Cresud S.A.C.I.F. Y A.                        ,NYSE
CRESY,Cresud S.A.C.I.F. Y A.                        ,NYSE
CRIS,Curis Inc                                     ,NYSE
CRME,Cardiome Pharma Corp                          ,NYSE
CRMT,America's Car-Mart                            ,NYSE
CRNT,Ceragon Networks Ltd                          ,NYSE
CROX,Crocs Inc                                     ,NYSE
CRRC,Courier Corp                                  ,NYSE
CRTN,Cartesian Inc.                                ,NYSE
CRTO,Criteo S.A.                                   ,NYSE
CRUS,Cirrus Logic                                  ,NYSE
CRVL,Corvel Corp                                   ,NYSE
CRWN,Crown Media Holdings                          ,NYSE
CRWS,Crown Crafts                                  ,NYSE
CRZO,Carrizo Oil & Gas                             ,NYSE
CSBK,Clifton Savings Bancorp                       ,NYSE
CSCD,Cascade Microtech                             ,NYSE
CSCO,Cisco Systems                                 ,NYSE
CSF,Compass Emp U.S. Discovery 500                ,NYSE
CSFL,Centerstate Banks                             ,NYSE
CSGP,Costar Group                                  ,NYSE
CSGS,Csg Systems International                     ,NYSE
CSII,Cardiovascular Systems                        ,NYSE
CSIQ,Canadian Solar Inc                            ,NYSE
CSOD,Cornerstone Ondemand Inc                      ,NYSE
CSPI,Csp Inc                                       ,NYSE
CSQ,Calamos Strategic Total Return Fund           ,NYSE
CSRE,Csr Plc                                       ,NYSE
CSTE,Caesarstone Sdot-Yam Ltd                      ,NYSE
CSUN,China Sunergy Co.                             ,NYSE
CSWC,Capital Southwest Corp                        ,NYSE
CTAS,Cintas Corp                                   ,NYSE
CTBI,Community Trust Bancorp                       ,NYSE
CTCM,Ctc Media                                     ,NYSE
CTCT,Constant Contact                              ,NYSE
CTG,Computer Task Group Inc                       ,NYSE
CTHR,Charles & Colvard Ltd                         ,NYSE
CTIB,Cti Industries Corp                           ,NYSE
CTIC,Cell Therapeutics                             ,NYSE
CTRE,Caretrust REIT Inc.                           ,NYSE
CTRL,Control4 Corp                                 ,NYSE
CTRN,Citi Trends                                   ,NYSE
CTRP,Ctrip.Com International                       ,NYSE
CTRV,Contravir Pharmaceut                          ,NYSE
CTRX,Catamaran Corp                                ,NYSE
CTSH,Cognizant Technology Solutions                ,NYSE
CTSO,Cytosorbents Cor                              ,NYSE
CTWS,Connecticut Water Service                     ,NYSE
CTXS,Citrix Systems                                ,NYSE
CU,ISE Global Copper Index First Trust           ,NYSE
CUBA,The Herzfeld Caribbean Basin Fund             ,NYSE
CUI,Cui Global Inc                                ,NYSE
CUNB,California United Bk                          ,NYSE
CUTR,Cutera Inc                                    ,NYSE
CVBF,Cvb Financial Corp                            ,NYSE
CVCO,Cavco Industries                              ,NYSE
CVCY,Central Valley Community Bancorp              ,NYSE
CVGI,Commercial Vehicle Group                      ,NYSE
CVGW,Calavo Growers                                ,NYSE
CVLT,Commvault Systems                             ,NYSE
CVLY,Codorus Valley Bancorp Inc                    ,NYSE
CVTI,Covenant Transportation Group                 ,NYSE
CVV,CVD Equipment Corp                            ,NYSE
CWAY,Coastway Bancorp Inc.                         ,NYSE
CWBC,Community West Bancshares                     ,NYSE
CWCO,Consolidated Water Co. Ltd                    ,NYSE
CWST,Casella Waste Systems                         ,NYSE
CXDC,China Xd Plastics Company                     ,NYSE
CY,Cypress Semiconductor Corp                    ,NYSE
CYAN,Cyanotech Corp                                ,NYSE
CYBE,Cyberoptics Corp                              ,NYSE
CYBR,Cyberark Software Ltd.                        ,NYSE
CYBX,Cyberonics Inc                                ,NYSE
CYCC,Cyclacel Pharmaceuticals                      ,NYSE
CYCCP,Cyclacel Pharmaceuticals                      ,NYSE
CYHHZ,Community Health Systems Inc.                 ,NYSE
CYNO,Cynosure Inc                                  ,NYSE
CYOU,Changyou.Com Limited                          ,NYSE
CYRN,Cyren Ltd.                                    ,NYSE
CYTK,Cytokinetics Inc                              ,NYSE
CYTR,Cytrx Corp                                    ,NYSE
CYTX,Cytori Therapeutics Inc                       ,NYSE
CZFC,Citizens First Corp                           ,NYSE
CZNC,Citizens & Northern Corp                      ,NYSE
CZR,Caesars Entertainment Corporati               ,NYSE
CZWI,Citizens Community Bancorp                    ,NYSE
DAEG,Unify Corp                                    ,NYSE
DAIO,Data I/O Corp                                 ,NYSE
DAKT,Daktronics                                    ,NYSE
DARA,Dara Biosciences                              ,NYSE
DATE,Jiayuan.Com International Ltd                 ,NYSE
DAVE,Famous Dave's of America                      ,NYSE
DAX,Recon Capital DAX Germany ETF                 ,NYSE
DBVT,Dbv Technologies S.A.                         ,NYSE
DCIX,Diana Containerships Inc                      ,NYSE
DCOM,Dime Community Bancshares                     ,NYSE
DCTH,Delcath Systems                               ,NYSE
DENN,Denny's Corp                                  ,NYSE
DEPO,Depomed Inc                                   ,NYSE
DERM,Dermira Inc.                                  ,NYSE
DEST,Destination Maternity Corp                    ,NYSE
DFRG,Del Frisco's Restaurant Group Llc.            ,NYSE
DFVL,Ipath US Treasury 5 Year Bull E               ,NYSE
DFVS,US Trsy 5-Year Bear ETN Ipath                 ,NYSE
DGAS,Delta Natural Gas Company                     ,NYSE
DGICA,Donegal Group                                 ,NYSE
DGICB,Donegal Group                                 ,NYSE
DGII,Digi International Inc                        ,NYSE
DGLD,3X Inverse Gold ETN Velocityshares            ,NYSE
DGLY,Digital Ally                                  ,NYSE
DGRE,Wisdomtree Emerging Markets Dividend          ,NYSE
DGRS,Wisdomtree U.S. Smallcap Dividend             ,NYSE
DGRW,Wisdomtree U.S. Dividend Growth               ,NYSE
DHIL,Diamond Hill Investment Group                 ,NYSE
DHRM,Dehaier Medical Systems                       ,NYSE
DIOD,Diodes Inc                                    ,NYSE
DISCA,Discovery Communications Inc                  ,NYSE
DISCB,Discovery Communications Inc                  ,NYSE
DISCK,Discovery Communications Inc                  ,NYSE
DISH,Dish Network Corp                             ,NYSE
DJCO,Daily Journal Corp. [S.C.]                    ,NYSE
DLBL,US Trsy Long Bond Bull ETN Ipath              ,NYSE
DLBS,US Trsy Long Bond Bear ETN Ipath              ,NYSE
DLHC,Dlh Holdings Corp                             ,NYSE
DLTR,Dollar Tree                                   ,NYSE
DMLP,Dorchester Minerals L.P.                      ,NYSE
DMND,Diamond Foods                                 ,NYSE
DMRC,Digimarc Corp                                 ,NYSE
DNBF,Dnb Financial Corp                            ,NYSE
DNKN,Dunkin' Brands Group Inc                      ,NYSE
DORM,Dorman Products                               ,NYSE
DOVR,Dover Saddlery                                ,NYSE
DOX,Amdocs Limited                                ,NYSE
DPRX,Dipexium Pharmaceuticals Llc                  ,NYSE
DRAD,Digirad Corp                                  ,NYSE
DRAM,Dataram Corp                                  ,NYSE
DRNA,Dicerna Pharmaceuticals Inc                   ,NYSE
DRRX,Durect Corp                                   ,NYSE
DRWI,Dragonwave Inc                                ,NYSE
DRWIW,Dragonwave Inc                                ,NYSE
DRYS,Dryships Inc                                  ,NYSE
